facility_name,mfl_code,support_period,programs,mechanism_name,attribution_id
Kapiyo Health Centre,13655,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Motonto Health Centre,16984,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Dallas Dispensary,11984,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Obalwanda Dispensary,13950,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kilibwoni Health Centre,14866,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Othach Dispensary,14000,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mogogosiek Health Centre,15195,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Nguluni Health Centre,12657,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Witu Health Centre,11907,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mambrui Dispensary,11559,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Rangwe Sub-District Hospital,14036,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Githumu Hospital,10267,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Karurumo Rhtc,12203,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Fitc Dispensary,14498,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Lopiding Sub-County Hospital,15081,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Nakuru Provincial General Hospital (PGH),15288,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Iyabe District Hospital (Kisii South),13631,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
GK Prison Dispensary (Homa Bay),13578,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
St Anthony Lemek Dispensary,15626,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kisegi Sub-District Hospital,13701,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mlolongo Health Centre,18581,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Wangige Sub-County Hospital,11170,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
St Mary's Hospital (Gilgil),15654,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ndabibi Dispensary,15318,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kipsitet Dispensary,14919,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Gikui Health Centre,10256,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Muumandu Dispensary,12612,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Gachege Dispensary,10194,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Sabasaba Health Centre,10987,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Nyandiwa Dispensary,13920,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Omobera Dispensary,13982,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Solio Dispensary,17575,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kimilili Medical Clinic,14871,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Magodzoni Dispensary,11537,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Rumuruti District Hospital,15502,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Bomu Medical Centre (Likoni),11259,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ngondi Dispensary,16382,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Omboga Dispensary,13980,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Nyansakia Health Centre,13933,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Urafiki Medical Clinic,18142,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kathiani  District Hospital,12230,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Karemeno Health Centre,10490,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Akachiu Health Centre,11923,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Bisil Health Centre,14259,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Uyawi Health Centre,14165,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Riana Health Centre,14045,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiangochi Dispensary,10558,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ngegu Dispensary,13849,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kajire Dispensary,11451,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Wamagana Health Centre,11161,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mabinju Dispensary,13743,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mathima Dispensary,12482,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Adu Dispensary,11198,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mugunda Mission Dispensary,10750,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Njoro Sub-County Hospital,15358,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kamirithu Medical Clinic,17201,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ndhuru Dispensary,13842,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ogwedhi Sigawa Dispensary,16276,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiaragana Dispensary,10566,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Maua Methodist Hospital,12492,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mazeras Dispensary,11585,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ogande Dispensary,13962,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Enabelbel Health Centre,14453,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Silibwet Health Centre,11009,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Miathene District Hospital,16234,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kenyerere Sub County Hospital,13674,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ongito Dispensary,13988,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Karau Health Centre,12198,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Nyumbani Village Catholic Dispensary,18199,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kihato Dispensary,14860,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kibera Community Health Centre -Amref,13028,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Christamarrianne Hospital,13527,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Homa Bay County Teaching and Referral Hospital,13608,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mawere Dispensary,13796,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ainamoi Health Centre,14192,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kakuma Medical Clinic,14654,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Forttenan Sub District Hospital,14501,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Sacred Heart Dispensary,10988,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Olmekenyu Health Centre,15414,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Lea Toto,13045,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mirihini Dispensary,11618,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kigumo Medical Clinic,10589,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kwa-Mnegwa Dispensary,11508,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
St Paul's Health Centre,14124,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Jfk Ii Dispensary,14597,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mutuati Sub-County Hospital,12605,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kianjege Dispensary,10562,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Takawiri Dispensary,14140,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiaruhiu Medical Clinic,10568,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Masinga Sub County Hospital,12476,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Isiolo District Hospital,12094,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Pala Health Centre,14011,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mwanda Dispensary,11687,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Karagita Dispensary,14801,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ngomeni Dispensary (Malindi),11715,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Itundu Dispensary,10361,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mile 46 Health Centre,15185,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Usao Health Centre,14162,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Gatei Dispensary,10210,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Apu Dispensary,11933,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
St Monica Nakwamekwi Dispensary,15661,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Munyu Health Centre,10774,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Irigiro Dispensary,10353,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
St Orsola Mission Hospital,12769,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Lolgorian Sub District Hosp,15068,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Tudor District Hospital (Mombasa),11861,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Nairagie-Enkare Health Centre,15277,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Tumaini Medical Clinic (Nyeri South),11120,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Malanga (AIC) Dispensary,11553,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
EDARP Komarock Health Centre,17719,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kionyo Sub County Hospital,13697,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kajuki Health Centre,12132,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mugeka Dispensary,10744,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Wajir County Referral Hospital,13452,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Heni Health Centre,10312,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Simbi Kogembo Dispensary,14089,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kipkelion Sub District Hospital,14897,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Nazareth Hospital,10825,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Dreams Centre Dispensary (Langata),12929,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mosiro Dispensary,15227,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kotile Health Centre,13385,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiamara Dispensary,10533,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mbita District Hospital,13798,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Barotion (AIC) Dispensary,14234,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kangema Sub-District Hospital,10470,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
GK Prisons Dispensary (Kisii),13580,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Eremet Dispensary,12012,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiirua Health Centre,12302,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Gatimu Health Centre,18781,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kabirirsang Youth Centre,18065,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Divine Mercy Eldoro (Catholic) Dispensary,11365,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiamuiru Medical Clinic,10542,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Olokurto Health Centre,15420,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Remba Dispensary,17593,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Athi River Medical Services,11937,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Naivasha District Hospital,15280,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Chamuka (CDF) Dispensary,18782,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kibugu Health Centre,12287,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Thiba Health Centre,11092,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
GK Prison Annex Dispensary (Naivasha),14516,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ikaatini Dispensary,12075,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Nyakianga Health Centre,10893,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kambandi Dispensary,12162,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Karaba Health Centre (Nyeri South),10476,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Got Oyaro Dispensary,13592,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Sogoo Health Centre,15605,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Enoosaen Health Centre,14465,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Juja Farm Health Centre,10386,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
GK Prisons Dispensary (Eldoret East),14519,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kilimangodo Dispensary,11476,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Soba River Health Centre,15601,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiaruhiu (PCEA) Health Centre,10567,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mbaga Dispensary,17672,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kisii Teaching and Referal Hospital (Level 6),13703,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kilgoris (Cog) Dispensary,14864,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Egerton University,14426,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Limuru Nursing Home,10662,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Chuka County Refferal Hospital,11973,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Rocco Dispensary,15489,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
St John of God,12799,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Lokori Primary Health Care Programme,16324,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Keumbu S.C.Refferal Hospital,13680,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Olkalou Sub-District Hospital,10916,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Rimara pera Dispensary,11617,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Chepkoton Dispensary,14347,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Oldanyati Health Centre,15390,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Sagana Sub-District Hospital,10994,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Sagaighu Dispensary,11763,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ongata Naado Dispensary,15439,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kapkoros Sub county hospital,14728,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Maragua Clinic,10685,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kakuyuni Dispensary (Malindi),11453,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Lokichogio (AIC) Health Centre,15059,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Outspan Hospital,10924,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Gichira Health Centre,10251,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Longisa District Hospital,15077,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Upendo VCT Centre,18062,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiambuthia Medical Clinic,10541,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kihia Medical Clinic,14861,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Narumoru Catholic Dispensary,16816,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Marindi Sub County Referral Hospital,13777,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Pablo Hortsman Health Centre,11729,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Roret Sub-District Hospital,15498,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mangu (Aip) Dispensary,10019,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Misesi Dispensary (Gucha),13814,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kangema Medical Clinic,10469,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kemri-Mimosa,18505,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Thika Nursing Home,11097,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Namanga Health Centre,15294,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Oltepesi Dispensary,15434,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ijara Health Centre,13370,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ijara District Hospital -Masalani,13406,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Iftin Sub-District Hospital,13369,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
AHF/TSA Kithituni Clinic,17549,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kajiado County Referral Hospital,14652,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kambirwa Health Centre,10443,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mkongani Dispensary,11629,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Anyuongi Dispensary,13482,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Nakuru West (PCEA) Health Centre,15290,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Tharaka District Hospital,12795,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Uruku Health Centre,12831,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Sena Health Centre,14075,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Jaima Clinic,10364,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Jomvu Kuu (MCM) Dispensary,11437,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Akidiva Clinic,13462,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Serawongo Dispensary,14077,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Upper Solai Health Centre,15763,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Usenge Dispensary,14163,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kaptumo Sub-County Hospital,14792,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ewaso Ngiro Health Centre,14485,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ndaragwa Health Centre,10829,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Lea Toto VCT (Zimmerman),18828,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Embu Provincial General Hospital,12004,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Nandi Hills District Hospital,14179,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kigetuini Dispensary,10584,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ringiti Dispensary,17710,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mapenya Dispensary,17692,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Matongo Medical Clinic,13792,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Sahla Medical Clinic,18044,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Oda Dispensary,11725,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Diani Health Centre,11304,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Lwanda Gwassi Dispensary,13742,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mwala Subcounty Hospital,12618,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ruiri Catholic Health Centre,12716,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Talek Health Centre,15702,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Irwaga Health Centre,14580,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Silanga (Msf Belgium) Dispensary,13186,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
St Mulumba Mission Hospital,10765,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kitare Health Centre,13705,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kikoneni Health Centre,11472,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
St Joseph(EDARP)-Shauri moyo,13207,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Meru District Hospital,12516,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Koiwa Health Centre,14970,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Gitugi Health Centre (Muranga North),10279,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Miranga Medical Clinic,11616,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Rekeke Model Health Centre,17114,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Engashura Health Centre,14458,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Subukia Sub-county Hospital,15678,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kangaru Dispensary (Kirinyaga),10468,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mother Kevin Dispensary (Catholic),15232,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Lari Level 4 Hospital,10655,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Olchorro Dispensary,15389,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Chebangang Health Centre,14289,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Obunga Dispensary,13957,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Magunga Health Centre,13753,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mboroga Health Centre,17287,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mukuuni Dispensary,12563,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kandara Health Centre,10459,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Matongo Dispensary,13790,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Nkubu Dispensary,12666,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Beacon of Hope Clinic (Kajiado),16667,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mikindani Medical Clinic,11615,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
10 Engineer VCT,14180,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kapkesosio Dispensary,14714,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Chepkemel Health Centre (Mosop),14339,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Tewa Medical Clinic,18058,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Nyahururu Catholic Dispensary,10889,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiangunyi Dispensary,10559,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Moticho Health Centre,13825,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Embu Children Hospital,12790,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Bondeni Dispensary (Nakuru Central),14263,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Marsabit County Refferal Hospital,12472,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kapchebwai Dispensary,18064,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Angata Health Centre,14205,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Nyathuna Sub District Hospital,10895,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Tuungane Youth Centre (Mbita),14154,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Machakos Health Care Centre,12439,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Osani Community Dispensary,17726,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Malindi Sub County  Hospital,11555,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Karatu Health Centre,10489,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
AIC Dispensary (Isiolo),12093,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Bomu Medical Centre (Mariakani),18267,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ithanga  Health Centre,10357,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiandu Medical Clinic,10553,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Assumption of Mary Dispensary,10040,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kangeta heaith centre,12174,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiangai Medical Clinic,10557,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kibunga Sub-District Hospital,12289,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ponge Dispensary (Mbita),14016,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Wesu District Hospital,11906,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Got Kojowi Health Centre,13589,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kinondo Kwetu Community Dispensary,16547,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ugina Health Centre,14155,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Miritini CDF Dispensary,11620,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ituramiro Medical Clinic,10363,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Maina & Mwangi Health Centre,10671,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
