facility_name,mfl_code,support_period,programs,mechanism_name,attribution_id
Endiba Health Centre,13544,Q1,"Nutrition, MCH, FPRH, Training",APHIAplus Nyanza – Western,290964
Matunda Maternity,16007,Q1,"Nutrition, MCH, FPRH, Training",APHIAplus Nyanza – Western,290964
Shikusi Dispensary,16113,Q1,"Nutrition, MCH, FPRH, Training",APHIAplus Nyanza – Western,290964
Lunyito Dispensary,15974,Q1,"Nutrition, MCH, FPRH, Training",APHIAplus Nyanza – Western,290964
Amukura Mission Health Centre,15799,Q1,"Nutrition, MCH, FPRH, Training",APHIAplus Nyanza – Western,290964
Imalaba Dispensary,16484,Q1,"Nutrition, MCH, FPRH, Training",APHIAplus Nyanza – Western,290964
Machururiati Dispensary,13746,Q1,"Nutrition, MCH, FPRH, Training",APHIAplus Nyanza – Western,290964
Hamisi Sub County Referral Hospital,15894,Q1,"Nutrition, MCH, FPRH, Training",APHIAplus Nyanza – Western,290964
Merti Health Centre,12514,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Sachang'wan Health Centre,15509,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kapiyo Health Centre,13655,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Vanga Health Centre,11879,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Marsabit County Refferal Hospital,12472,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kajuki Health Centre,12132,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kitobo Dispensary (Taveta),11490,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Abba Medical Clinic,10352,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Makutano Health Centre (Turkana West),15117,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kapchebwai Dispensary,18064,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Angata Health Centre,14205,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kandiege Sub-District Hospital,13653,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Nyathuna Sub District Hospital,10895,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Koiwa Medical Clinic,14971,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Provide Medical Clinic,18059,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Entarara Health Centre,14467,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
St Luke's (ACK) Hospital Kaloleni,11818,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Oll Mwea Hospital Clinic Embu (Satelite),12696,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Tuungane Youth Centre (Mbita),14154,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Langa Langa Health Centre,15009,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Mugeka Dispensary,10744,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Oriang (SDA) Health Centre,16284,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Wagwe Health Centre,14168,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Muthithi Dispensary,10793,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Ndindika Health Centre,15325,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Gatwe Health Centre,10239,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Nyumbani Village Catholic Dispensary,18199,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Wajir County Referral Hospital,13452,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Elwak District Hospital,13335,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Limuru Health Centre,10661,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Msambweni County Refferal Hospital,11655,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Heni Health Centre,10312,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Simba Health Centre,15574,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Machakos Health Care Centre,12439,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kianyaga Catholic Health Centre,10564,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Osani Community Dispensary,17726,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Malindi Sub County  Hospital,11555,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kemri VCT,13019,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Karatu Health Centre,10489,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Ololulunga sub county Hospital,15423,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Simbi Kogembo Dispensary,14089,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Gichuru Dispensary,10252,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
AIC Litein Mission Hospital,14178,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Ntulele Health Centre,15367,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Tinganga Catholic Dispensary,17094,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiandutu Health Centre,16814,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Nyambene District Hospital,12684,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kihato Dispensary,14860,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiangwachi Medical Clinic,10560,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
AIC Dispensary (Isiolo),12093,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Bomu Medical Centre (Mariakani),18267,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Garsen Health Centre,11385,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Ithanga  Health Centre,10357,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Immaculate Heart Hospital Kereita,10518,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Vitsangalaweni Dispensary,11884,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Bondo District Hospital,13507,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kabare Health Centre,10388,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Abel Migwi Johana Laboratory,10001,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiandu Medical Clinic,10553,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Uthiru Health Centre,11141,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Assumption of Mary Dispensary,10040,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kangeta heaith centre,12174,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Ongata Rongai Health Centre,15440,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Thika Level 5 Hospital,11094,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Mbuta Model Health Centre,11592,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiangai Medical Clinic,10557,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Huhoini Dispensary,18675,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Olando Dispensary,13974,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Mokowe Health Centre,11642,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kibunga Sub-District Hospital,12289,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Gatimbi Health Centre,12031,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Ponge Dispensary (Mbita),14016,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Wesu District Hospital,11906,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Miritini (MCM) Dispensary,17822,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kajire Dispensary,11451,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Chepkumia Dispensary,14348,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Got Kojowi Health Centre,13589,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Miriu Health Centre,13812,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Mukurweini District Hospital,10763,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Emarti Health Centre,14442,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Sotik Health Centre,15619,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Ngegu Dispensary,13849,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kirwara Sub District,10639,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
NYS Karate Dispensary,15380,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Nyikendo Medical Clinic,18052,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Nyacheki Sub County Hospital,13867,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kinondo Kwetu Community Dispensary,16547,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kamirithu Medical Clinic,17201,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Bitare Dispensary,13502,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Ugina Health Centre,14155,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Miritini CDF Dispensary,11620,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Koloch Dispensary,14980,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kipkelion Sub District Hospital,14897,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Family Healthoptions Kenya (Nakuru),14177,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Ituramiro Medical Clinic,10363,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Usigu Health Centre,14164,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kimbimbi Sub-District Hospital,10609,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Naikarra Dispensary,15276,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Maina & Mwangi Health Centre,10671,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Rongai Health Centre,15495,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Hongwe Catholic Dispensary,11412,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Namelok Health Centre,15296,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Meteitei Sub-District Hospital,15181,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kemeloi Health Centre,14825,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kihaaro Medical Clinic,10590,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kakuma Mission Hospital,14655,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Egetonto Dispensary (Gucha),13538,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiangochi Dispensary,10558,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kanyenyaini Health Centre,10474,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Tom Mboya Memorial Health Centre,14150,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Tumaini Clinic,15748,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Sakutiek Health Centre,15516,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Ikombe Disp,12078,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Urafiki Medical Clinic,18142,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Baraka Health Centre,17757,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Gathambi Health Centre,10213,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Makengi Clinic,12452,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Got Matar Health Centre,13590,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Marie Stopes (Naivasha),15133,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Manyatta Dispensary,17581,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Nyatoto Health Centre,13946,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Doldol Sub County Hospital,14404,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Nacoharg Medical Centre,15272,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Ishiara Sub-District Hospital,16464,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Koduogo Dispensary,19861,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kasuku Health Centre,10509,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Chiakariga Healh Center,11969,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Maragua Ridge Health Centre,10687,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Oldonyiro Dispensary (Isiolo),12697,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Jamaica Medical Clinic,10366,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kibera Community Health Centre -Amref,13028,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Nazareth Hospital,10825,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Maragua District Hospital,10686,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Oyamo Dispensary,14007,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Dreams Centre Dispensary (Langata),12929,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Wanjohi Health Centre,11173,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Ngao Sub-County Hospital,11711,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Mosiro Dispensary,15227,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Mirugi Kariuki Dispensary,15188,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Itundu Medical Clinic,10362,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Ngwata Health Centre,12663,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Mogoiywet Dispensary,16327,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Nyansakia Health Centre,13933,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Matondoni Dispensary,11579,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Oljabet Health Centre,15404,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Naivasha (AIC) Medical Centre,15282,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Nyahururu District Hospital,10890,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Ndunduni Dispensary,16922,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kotile Health Centre,13385,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
St Mercelline Roo Dispensary (Suba),14059,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kangari Health Centre,10465,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Magenche Health Centre,13749,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Lokitaung Sub County Hospital,15062,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kendu Sub-District Hospital,13668,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Ang'Iya Dispensary,13479,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kambi Garba Dispensary,16745,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Mwea Mission (Our Lady of Lourdes) Hospital,10808,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Okok Dispensary,16259,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Young Generation Centre Dispensary (Med 25),17690,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Nembu Medical Clinic,16804,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
St John Cottage Health Centre,15643,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Naromoru Health Centre,10822,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Oresi Sub County Hospital,13991,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Mpukoni Health Centre,12546,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Emurua Dikirr Dispensary,14452,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kalacha (AIC) Dispensary,12141,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiamara Dispensary,10533,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Mt. Kenya District Hospital,10739,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kimintet Dispensary,14873,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Lesirikan Health Centre,15029,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Ndilidau Dispensary (Jipe),11702,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Ndhuru Dispensary,13842,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Riana Health Centre,14045,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Loitokitok Sub-County Hospital,15051,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kimanjo Sub County Hospital,14869,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Makuyu Health Centre,10674,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Ogwedhi Sigawa Dispensary,16276,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Mishomoroni Community Medical Centre,11621,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Embu-Mbeere Hospice,17164,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiganjo Medical Care Clinic,10583,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Gachororo Health Centre,18608,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Yatta Health Centre,12853,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Mbita District Hospital,13798,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Yokia Dispensary,14176,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
78 Tank Battalion Dispensary,11917,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Christamarrianne Hospital,13527,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Lambwe Dispensary,13731,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Ndeda Dispensary,13839,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Barotion (AIC) Dispensary,14234,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Marani District Hospital,13772,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiandai Clinic,10549,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kangema Sub-District Hospital,10470,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Ober Kabuoch Dispensary,13952,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Difathas Health Centre,10110,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
GK Prisons Dispensary (Kisii),13580,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Mariakani Sub-county Hospital,11566,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Manyoror Dispensary,15121,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Transmara District Hospital,15739,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Neema Hospital (Ruiru),18061,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Manyani Dispensary,11561,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kibwareng Health Centre,14857,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
GK Prison Dispensary (Isiolo),12046,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Isinya Health Centre,14582,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Coast Province General Hospital,11289,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
GK Prison Dispensary (Athi River),14517,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Nyamache Sub County Referral Hospital,13891,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Itara Medical Clinic,10356,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiwamu Dispensary,14954,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kajieyi Dispensary,13646,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
NYS Dispensary (Suba),13949,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Mawego Health Centre,13795,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Ngeri Dispensary,17711,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Gatundu District Hospital,10233,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Ndanai Dispensary,15322,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Ruiru Sub-County  Hospital,10973,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Ouya Dispensary,14005,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Entasopia Health Centre,14469,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kirogo Health Centre,10636,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Jomvu Model Health Centre,11436,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Eremet Dispensary,12012,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Nkorinkori Dispensary,15364,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kapsabet County Referral Hospital,14749,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Ghazi Dispensary,11390,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Homa Bay County Teaching and Referral Hospital,13608,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kauwi Sub-District Hospital,12255,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Mai Mahiu Health Centre,15108,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Huruma Health Centre (Laikipia East),14553,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Geta Bush Health Centre,10244,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Misyani Mission Health Centre,12529,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiirua Health Centre,12302,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Gatimu Health Centre,18781,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Piave Dispensary,15462,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Njegas Health Centre,10880,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiaragana Dispensary,10566,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Tumaini Medical Clinic (Marsabit),16204,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiandegwa (Methodist Church of Kenya) Dispensary,10551,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Mrima CDF Health Centre,19606,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kabirirsang Youth Centre,18065,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
The Mater Hospital Mukuru,13074,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kitengela Sub-County Hospital,14950,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kigumo Health Centre (Kiambu East),10587,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Chaani (MCM) Dispensary,11274,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Lutsangani Dispensary,11527,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Itiati Dispensary,10360,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kagumo Health Centre,10402,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Omboga Dispensary,13980,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiamutugu Health Centre,10545,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kianjokoma Sub-District Hospital,12279,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Divine Mercy Eldoro (Catholic) Dispensary,11365,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiria-Ini Mission Hospital,10627,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kosele Dispensary,13721,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Manunga Health Centre,10681,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Karuturi Hospital,15559,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Lang'ata Dispensary,18762,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kabazi Subdistrict Hospital,14611,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kimolwet Dispensary,14875,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Lungalunga  Sub County Hospital,11526,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiamuiru Medical Clinic,10542,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Iranda Subcounty Referal Hospital,13620,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
Baraka Maternity Home,14230,"Q1, Q2",Nutrition,FHI360 - Nutrition and HIV Program,290977
